Sample	posterior	likelihood	prior	lambda	treeHeightLogger	clockRate
3400	-2384.484717384189	-2388.391199835414	3.9064824512254184	0.1013364741734843	6.020372710769898	2.896713011895565E-4
3450	-2383.7591793447596	-2388.1564579445967	4.397278599837228	0.07598966113846481	6.068815417157811	1.8074618421616334E-4
3500	-2382.474468781571	-2387.3277005249656	4.853231743394668	0.08275593509146374	6.3234477687864805	1.0659491505454738E-4
3550	-2383.3166683844906	-2387.481776945641	4.165108561150321	0.10032537110857201	5.833176937719889	2.1961898436820304E-4
3600	-2387.199876436128	-2388.778629473024	1.5787530368963276	0.08894866658964573	7.780188075081658	3.980189697190531E-4
3650	-2384.897290155319	-2387.5604691371254	2.663178981806496	0.09475736597049271	5.346833158539715	6.865106635104174E-4
3700	-2384.4441435108124	-2387.4571557338604	3.013012223048122	0.0942988281234954	6.177342420644138	6.983006955753654E-4
3750	-2385.2759075848962	-2387.5529219025652	2.277014317669125	0.12821633506651384	5.742830872347705	0.0012969548742830612
3800	-2386.844207258129	-2388.897522175871	2.053314917742445	0.1408487242023455	5.804993698377265	0.0015522054754381273
3850	-2387.38999221418	-2387.799699914052	0.40970769987171796	0.27417665472509667	7.151949035389398	8.014149115827872E-4
3900	-2386.1541513540806	-2388.304227110907	2.150075756826279	0.15464750938883687	5.451178040869107	0.0010844462613588638
3950	-2389.03451945729	-2388.8558664341517	-0.17865302313827947	0.43859530997011986	6.319650937786466	8.842319939085764E-4
4000	-2389.6983148088366	-2388.4728449587274	-1.2254698501091763	0.5524704199709024	4.990051670095398	9.83612824432794E-4
4050	-2390.1248000683913	-2389.549244475263	-0.5755555931284357	0.44968680163122765	4.672621112056239	6.322670723822589E-4
4100	-2387.0631600257702	-2387.888542994282	0.8253829685117005	0.3232224622900237	5.0191074963889815	7.998395021702187E-4
4150	-2388.1628671880776	-2387.641050682187	-0.5218165058905164	0.5026886186922973	5.778207575845906	0.0010022083612505007
4200	-2387.2893417650344	-2387.4479785654894	0.1586368004548655	0.32864814517124147	6.307176279491209	0.00195798608268601
4250	-2386.4446405514245	-2387.398558445312	0.9539178938874695	0.2947921830646946	6.280676325106828	0.0012592189963708676
4300	-2386.8814034160323	-2388.160437697897	1.2790342818647478	0.2269759297464097	6.56233254324216	0.0013000721060955
4350	-2387.0533898963467	-2388.5824413345485	1.5290514382018054	0.2447102562179765	5.936611611283537	0.0013178904531992023
4400	-2386.624485658171	-2387.42859925641	0.8041135982391507	0.22497559778041848	4.919304788636109	0.001283176851950549
4450	-2393.9725571748495	-2388.7038793586535	-5.268677816196218	0.9477121427592623	5.192072373842777	0.0016783716457543449
4500	-2390.494961977108	-2387.9510375355976	-2.5439244415100735	0.6775354297231482	5.243384800191213	0.001445369684564539
4550	-2394.8290505879804	-2388.8076221513547	-6.021428436625722	1.03297548342652	5.403754434822266	0.0014054722704560276
4600	-2389.809034894476	-2387.923818200001	-1.8852166944753783	0.6339264222169284	5.468805975331779	0.0011641753740505897
4650	-2390.2152069439853	-2388.6729446265463	-1.542262317438829	0.6092679862919983	5.63024816676455	0.0010101678969964925
4700	-2389.9863970307415	-2388.327040609154	-1.6593564215875052	0.5633236687584884	5.450724722402795	0.0018833114217508386
4750	-2387.3158527924106	-2387.627213761824	0.3113609694132302	0.3106857898533602	5.4496603639412315	0.00239627810051433
4800	-2386.723866624562	-2387.6805227971313	0.9566561725692413	0.2641741842200935	5.7727276589775025	0.00201873724251018
4850	-2388.033775997721	-2388.2155545464866	0.18177854876574262	0.21805199407821416	4.972719333682091	0.0027992177351978693
4900	-2387.149762475195	-2387.5819226409412	0.43216016574626526	0.2563468733661219	6.4111196198778115	0.0026847355693143792
4950	-2389.754142252998	-2390.963338194162	1.2091959411642348	0.13275416264127196	7.16697663073332	0.0013408362867982522
5000	-2384.9236708960493	-2387.406490710994	2.4828198149447616	0.11232832672863878	5.772215126674118	0.0011267369151489893
5050	-2387.4995984745824	-2389.4802334166066	1.9806349420242793	0.07262804018261741	5.433830474584884	0.0014741960478551503
5100	-2387.267158362143	-2388.5050572621067	1.237898899963417	0.06839508517680817	5.0057817963147295	0.0015069556489250803
5150	-2388.128373361801	-2388.171289961372	0.04291659957128502	0.04001599813479261	4.5726319969860265	0.001091054810314197
5200	-2389.7309689238673	-2390.4593643155267	0.728395391659336	0.024436758331047616	5.048043183710393	0.0015498087133116584
5250	-2386.102198767214	-2387.5818809527036	1.4796821854896294	0.02630329338953492	5.867993467164565	0.002071929011423191
5300	-2388.399830633719	-2388.488546620675	0.08871598695643623	0.04594229730787986	7.7334328377833605	0.0019653978280394107
5350	-2387.2531139883604	-2387.4428057150703	0.18969172671015322	0.09322394123696	8.002494307072372	9.76269251832824E-4
5400	-2387.4943912874937	-2389.481607812972	1.9872165254781553	0.11349495097482265	6.796963353737714	0.0011426927983916569
5450	-2386.131900228942	-2388.2809395633412	2.1490393343990553	0.13107499183823595	6.385989277288175	0.0012936244596861723
5500	-2387.4607232109565	-2388.453451578915	0.9927283679583319	0.1307399516173536	5.135299418046728	0.002486748399522194
5550	-2385.5095602483793	-2387.3395172963687	1.8299570479894225	0.11621398241649332	6.145380837632758	0.002153790774628339
5600	-2385.664264659901	-2387.367983322004	1.7037186621027773	0.11699052944707089	6.30187469525296	0.002283191750809079
5650	-2386.846947596246	-2387.9764753525783	1.1295277563321156	0.13589334384279575	6.610702057086916	0.0029002760859184952
5700	-2387.0486499925987	-2389.0003333092795	1.9516833166807883	0.08910876175442162	5.887340191354699	0.0020661016330893994
5750	-2385.765789111773	-2387.455188809792	1.6893996980195016	0.07789384357940235	6.206188222821663	0.0026447545083870673
5800	-2385.816426310061	-2387.4253017841456	1.6088754740843818	0.04200115571057646	5.743609544291415	0.0022824025471895257
5850	-2386.219377634931	-2387.448058533896	1.2286808989650577	0.02404912990819163	5.743619582342541	0.0023602961774864036
5900	-2387.1934389545404	-2387.9712029660013	0.7777640114611497	0.006630954551802968	6.09180866763628	0.0013966849390681761
5950	-2387.720670483975	-2388.3078707255177	0.5872002415427033	0.007150642819664844	5.611586601073054	0.0014722843979472634
6000	-2387.7046547205427	-2388.6605223446186	0.9558676240757809	0.009806444440805312	5.474119357761467	0.0011770494765166858
6050	-2387.7023627362164	-2388.7988974075906	1.0965346713740391	0.013667394473173743	5.330665393438852	0.0011297254692323477
6100	-2385.025988294724	-2387.3744727455733	2.348484450849319	0.02082413943578861	5.995370768339326	7.592590877791931E-4
6150	-2385.677103704747	-2387.596549252547	1.9194455478001178	0.01501721975790042	5.731066061079319	8.150594084498853E-4
6200	-2387.5314562386566	-2389.053671890694	1.522215652037758	0.009364771215800165	6.944613087986241	5.484150162561424E-4
6250	-2385.3867492009	-2387.4819068746856	2.0951576737858453	0.013673081120358794	5.747396043224058	6.388159556425904E-4
6300	-2387.7804423353205	-2389.0323343657765	1.2518920304558225	0.010297395927486904	6.959472721337463	7.669287562732762E-4
6350	-2387.7003916982744	-2387.3698449000667	-0.33054679820766264	0.01799498013118447	8.016174104363015	0.0010492149642685692
6400	-2388.5408535487445	-2390.639437267969	2.0985837192241297	0.022214273747402643	6.307743723977864	9.881002953634132E-4
6450	-2385.465872589913	-2387.6334150012603	2.1675424113473323	0.02603518172440191	5.5591772692476304	8.475503162500629E-4
6500	-2392.2516446972327	-2394.6590984688632	2.4074537716304407	0.031058581967568763	6.2693745986503195	9.160651417345465E-4
6550	-2385.9561131195946	-2387.5483780699806	1.5922649503860509	0.0202323869631684	6.851799496743121	0.0010473752225734303
6600	-2386.948476765044	-2388.683994442055	1.735517677011189	0.029411936261025146	6.076073479169209	0.0017917324948161812
6650	-2386.339314599856	-2388.4943656422174	2.1550510423612543	0.047990948274127886	6.0971957675924005	0.0015213049806649043
6700	-2385.489761308103	-2387.585641898679	2.095880590576283	0.03807853003030416	6.0971957675924005	0.0014493915856144063
6750	-2385.383331743332	-2387.5012972526174	2.117965509285715	0.05919359502647762	5.467122900364432	0.0012683151609962882
6800	-2392.3908927619937	-2388.866145444712	-3.5247473172816344	0.03868511001177981	9.45726793307078	0.001096186728838569
6850	-2385.192325978811	-2387.3501925402275	2.1578665614164	0.04140201009311069	5.648305227833027	0.0012296664176922822
6900	-2384.9163579895926	-2387.819262270163	2.9029042805704286	0.040835407993911686	6.06423371705649	6.708993215260425E-4
6950	-2385.033810080693	-2387.7842704284903	2.7504603477973104	0.046510782959538664	6.336304785882616	7.801998901535918E-4
7000	-2388.8488572421556	-2392.2031604113745	3.354303169218664	0.0289965296758711	5.847160647008918	3.3673241259996544E-4
7050	-2384.691002338445	-2387.440319594902	2.7493172564571378	0.030500742583351507	5.974516953944239	6.592840571372436E-4
7100	-2388.736788222091	-2390.8386200377486	2.1018318156573237	0.06259058417491285	5.298127428846264	0.0010580324058700465
7150	-2385.566085248466	-2388.0244900017024	2.4584047532362208	0.06792685356277955	5.804558486803984	0.001195562324207121
7200	-2386.754463378491	-2388.872613509187	2.1181501306961836	0.06423056963841728	6.535656385192643	0.001426592683838286
7250	-2385.858736545566	-2387.3699901506698	1.511253605103719	0.07908411209023096	5.474702669239846	0.0025035680740422587
7300	-2385.9543058177833	-2387.7162036872946	1.7618978695112633	0.05970981346643062	5.7908985820262275	0.00230876253186713
7350	-2386.9947649613127	-2387.767097885016	0.7723329237034715	0.07132176778278504	4.986351234129805	0.002332866381741036
7400	-2388.11908703257	-2389.4701727560073	1.3510857234372429	0.12721451811822804	5.397384752677411	0.002541800872271302
7450	-2385.4943457731188	-2388.156435354762	2.6620895816429844	0.11169116488262686	5.6000840475017295	8.608302927435113E-4
7500	-2385.950959608647	-2388.8412474606134	2.890287851966492	0.12106485954492846	5.822633837568448	7.40612531214623E-4
7550	-2387.3978876176566	-2388.3951021165885	0.9972144989320899	0.27009913661743823	6.517352004126959	0.0012129733838377901
7600	-2387.400037397534	-2388.8835682340423	1.4835308365080584	0.24453117028933657	5.181600246015187	9.256699273808431E-4
7650	-2386.0518618464384	-2388.3222651633323	2.2704033168937947	0.14483966525164907	6.029936157551389	0.0012409639538840979
7700	-2386.65902043431	-2389.560199012064	2.9011785777536865	0.05504567928278379	6.139064719088506	7.559915871320728E-4
7750	-2385.976034556848	-2387.4187882769024	1.4427537200544087	0.06111178652993013	7.299500547962373	0.0011355443476478984
7800	-2385.9563799752423	-2388.2412699764877	2.284890001245584	0.08564387565997084	6.402179456765562	0.0013311199585122812
7850	-2386.300274265626	-2387.579515072446	1.2792408068201029	0.04543441272324369	7.397175787759201	0.0010756370740825584
7900	-2385.2772727699007	-2387.4732521609963	2.1959793910954586	0.11876207728971824	6.871086724223722	8.269490108230694E-4
7950	-2385.296897047637	-2387.4750609783405	2.178163930703798	0.1896306419193725	5.814498914809733	0.001038394276870532
8000	-2386.404366491685	-2387.3313616936584	0.9269952019737007	0.25588410556387037	6.38112441459411	0.0016972514085902821
8050	-2386.9002187378806	-2387.6942512638525	0.7940325259719545	0.2742227645370143	6.092295693200851	0.002033114705921616
8100	-2388.181112967121	-2388.6617243967544	0.4806114296336341	0.2961361148082223	6.257615450753698	0.002007188556807431
8150	-2389.497024974866	-2389.8644903695376	0.3674653946718438	0.18098661695598542	7.51760881104461	0.001086692766802848
8200	-2389.8320311172697	-2390.9731315052495	1.141100387979729	0.29496145266106366	5.491938906450823	0.0012155157799209997
8250	-2386.25727035243	-2387.9994107008824	1.7421403484524776	0.2398474221827111	5.985426066498797	0.0010924911629057047
8300	-2388.413471634217	-2388.9105696632714	0.49709802905472955	0.22227375276171604	5.3999617502853745	0.003682200882461118
8350	-2387.720481521563	-2387.9690887046963	0.24860718313319996	0.20000218500164016	6.142213280996461	0.0062834738987706616
8400	-2389.8622262972685	-2388.9795746967757	-0.8826516004930065	0.1191767778873659	7.472345060553904	0.00704288237022151
8450	-2387.5870446533904	-2387.387774436097	-0.19927021729352035	0.10169389966026303	7.069264032612386	0.007609626467766853
8500	-2388.965451024448	-2388.994712918608	0.029261894159722246	0.2177574537691703	5.439850146538596	0.006267108628211219
8550	-2388.487000290648	-2388.414575813145	-0.07242447750348013	0.11790514489078234	4.833429084478306	0.0038672033890882573
8600	-2386.4180972129557	-2387.4872999546233	1.0692027416674925	0.1327572906589543	5.8307358694160465	0.0043659353388669185
8650	-2385.5722386362254	-2387.585880108823	2.013641472597631	0.12017949491479023	5.695100326097198	0.001702103773312936
8700	-2385.115925961184	-2387.443069562603	2.3271436014189995	0.10678823537198999	6.002045860343077	0.001385361035920767
8750	-2386.4927871571695	-2387.646030617271	1.1532434601017494	0.08204722653009877	5.0242493950421006	0.0017796132889036824
8800	-2389.1776188198196	-2389.961656996552	0.7840381767321674	0.07650875755549123	7.047851977017567	0.003155888576803729
8850	-2387.21145782523	-2388.346241714923	1.134783889692958	0.05099008641962978	6.333982471679717	0.004065372837207939
8900	-2388.2781013784283	-2390.073062437825	1.7949610593964191	0.08938482915007995	5.9540578742089405	0.0024356759733625624
8950	-2388.6244941288837	-2390.2776336887414	1.6531395598576557	0.07736183587043477	6.0519830249200695	0.0028102287596104255
9000	-2386.4439188657784	-2387.6323336276823	1.1884147619040801	0.06193782824315221	5.264365079707526	0.0024949880023721932
9050	-2387.55441861296	-2388.083654936876	0.5292363239159759	0.09497713717848916	5.307355086527368	0.005513240930798977
9100	-2387.419988257833	-2387.413927999688	-0.0060602581450721615	0.0783646935756682	6.30963962215224	0.013858708635501855
9150	-2389.4318409631655	-2388.848353931238	-0.5834870319278824	0.04301082845478762	6.5212372933874	0.019125490833713996
9200	-2388.3644431623557	-2388.5828047086497	0.21836154629424787	0.04105352954108799	6.1207459285719255	0.009840835753020727
9250	-2388.759614206224	-2388.1212361590815	-0.6383780471423863	0.06547188778127346	7.22900606830224	0.010199344508839053
9300	-2389.33715431654	-2388.0887737758367	-1.2483805407031756	0.0848542466851656	7.13481250254168	0.021089120420026905
9350	-2389.075402623117	-2387.3953615551573	-1.6800410679598636	0.045965189644352394	6.9967503338405805	0.03702820835392061
9400	-2390.4928748719003	-2388.798185703521	-1.6946891683791634	0.0711025903282259	6.758672712470055	0.05357816269875309
9450	-2390.756787672355	-2387.637072380548	-3.119715291806936	0.033980244210478495	7.307559661301789	0.08950264214847924
9500	-2390.238520256367	-2388.3206042104957	-1.9179160458713653	0.06143825216870221	6.114519748656842	0.09641645978159732
9550	-2390.4305847897112	-2388.80740094723	-1.6231838424813825	0.09032356735693471	6.093499736270732	0.07376612760547724
9600	-2389.3722929666724	-2387.896009080821	-1.4762838858515863	0.07097097704697679	6.167162252277207	0.06294615851908465
9650	-2392.8617403525996	-2389.270400393143	-3.591339959456685	0.1165232339323265	7.1404957621547505	0.1889980063721601
9700	-2390.576130573541	-2387.56882792838	-3.0073026451611056	0.18651189848515015	6.041971051822105	0.18712974365844265
9750	-2392.1844008320045	-2387.6267416963756	-4.557659135628796	0.23340948819687446	6.099605981351833	0.6039045817421916
9800	-2393.5013962978505	-2388.4071737614927	-5.0942225363580365	0.2927733870628003	5.539958254047448	0.6505099262485096
9850	-2394.7106291592036	-2387.732850205126	-6.977778954077568	0.2120870292755815	4.555811302870905	1.2157696850899624
9900	-2395.2894592823977	-2387.357623346833	-7.931835935564879	0.19721344610044353	8.029124181414469	1.2008990869576346
9950	-2393.149729850795	-2388.539283535573	-4.610446315222442	0.13081888903452135	6.128921167192149	1.2765915229520224
10000	-2393.550575520212	-2388.7335426708337	-4.817032849378427	0.11147239284205072	5.7626979287375875	1.6710255592711505
10050	-2393.5343753722914	-2387.8559720701555	-5.678403302135931	0.1514175839168228	5.77129796454361	3.3514446555337023
10100	-2396.1076520665547	-2388.3851186966635	-7.722533369891229	0.13177011944782557	7.744281430491843	3.5366992457423003
10150	-2397.1259601011448	-2389.5021368992966	-7.623823201848211	0.10249787679719428	7.969284495800412	2.4617188214054004
10200	-2393.331362149958	-2387.8046262712605	-5.52673587869735	0.13092116054770178	6.404608106506939	2.7741377002038567
10250	-2392.488681189412	-2387.7008339297363	-4.787847259675655	0.17125385673795357	6.404608106506939	1.0233331347684553
10300	-2392.8171675465155	-2387.5388486602324	-5.278318886283387	0.1279628127134642	6.646487597106117	1.7869878256394043
10350	-2394.5212570486415	-2390.0163190860976	-4.504937962543847	0.05440210710091492	6.336766428109334	1.1618652277598716
10400	-2392.4640582283428	-2388.0999471169766	-4.364111111366094	0.08298101546853402	5.636444385840969	1.0259458492163203
10450	-2393.545118151412	-2387.421928734608	-6.123189416804004	0.06831864064631335	4.69586274807824	1.0336280042618364
10500	-2393.908489211472	-2388.7081112505166	-5.200377960955502	0.05944523286232686	5.131863910566608	1.1655452760205909
10550	-2400.5516794417763	-2391.9242220388896	-8.627457402886812	0.01826547566384939	4.417716910810931	1.9144773822452705
10600	-2392.996784530958	-2387.531176510707	-5.465608020250644	0.04323889770754498	5.408108564543968	2.0303181566309485
10650	-2395.7523379803897	-2390.998097749274	-4.754240231115377	0.03931145145378493	6.153459750688268	1.3824036802496793
10700	-2393.2509197190393	-2387.490005547701	-5.760914171338078	0.019692362811996388	6.934972486811171	1.4665724629499008
10750	-2391.5610182817286	-2387.4290757037356	-4.131942577993012	0.026928682215029344	5.994711462598003	0.5941683415592087
10800	-2393.971031606108	-2389.2772492632685	-4.693782342839709	0.028466191190621295	5.6509191566130905	0.9308300540045182
10850	-2397.1688906755853	-2391.4006144254413	-5.768276250143894	0.03503557971258235	7.35568863052354	1.1890254460869583
10900	-2392.204550265965	-2387.8895876259257	-4.314962640039188	0.038815645720074614	5.565776967380329	0.7184881068332194
10950	-2391.124794287751	-2387.479202305005	-3.6455919827456857	0.0632846226268024	5.651971694168799	0.48524359795264344
11000	-2393.8761284597085	-2389.3403442993913	-4.535784160317313	0.04630812277226865	7.06277621577161	0.5919451434634156
11050	-2392.3601373711617	-2388.6837134116217	-3.6764239595401484	0.04713986534654779	5.5794958616284065	0.424684224498004
11100	-2392.6946226406053	-2388.5805740635024	-4.114048577102743	0.13478748264244217	5.376095783100434	0.5707627604552794
11150	-2391.562757447184	-2387.5423485536458	-4.020408893538434	0.17950422510321143	5.232845752315086	0.35648569449271894
11200	-2391.2879080214734	-2387.423536499518	-3.864371521955519	0.23045397663918935	5.961296949172413	0.3225805330359273
11250	-2391.792839123205	-2387.736676566778	-4.0561625564270445	0.20489719920795046	5.961296949172413	0.47464594294083595
11300	-2392.322096084392	-2387.994168208935	-4.32792787545672	0.19651296440395077	6.119500783566308	0.6321089026537446
11350	-2393.180400270142	-2388.0428601771455	-5.137540092996345	0.14870587432362267	7.504760346038799	0.3707791504355867
11400	-2391.935961524869	-2387.9660139005814	-3.969947624287509	0.18559904736022553	5.221405520132932	0.3214724132906751
11450	-2392.7984657878997	-2390.2764541829624	-2.5220116049370294	0.1140120845599132	5.929420594149563	0.17144484634800045
11500	-2390.0985965886116	-2388.031067509001	-2.0675290796105803	0.10439192766758995	5.830595403521161	0.11075158762218047
11550	-2391.7441384243048	-2389.068104006018	-2.676034418286663	0.08344923831185587	6.678221501181454	0.15257053421393335
11600	-2390.5973996967123	-2387.570703979136	-3.02669571757613	0.10395913715389916	5.707301114605665	0.27622953253882
11650	-2393.415953731902	-2389.870739764228	-3.5452139676739303	0.17349738805222384	5.8036926247478595	0.35264126646353855
11700	-2392.0085377966675	-2387.6591345180814	-4.349403278586152	0.1550704808561683	5.8008226751381216	0.8762273701680799
11750	-2393.776745872032	-2388.1040102796505	-5.672735592381091	0.24975209648793872	5.527325388632862	1.592625289808812
11800	-2393.8431811808655	-2387.3753249678666	-6.467856212998988	0.36949926961441015	5.734175505700811	1.377076371505002
11850	-2394.4825052601695	-2387.8180213103096	-6.664483949859715	0.46449703736661796	5.734175505700811	0.6911316192113145
11900	-2393.2076233234447	-2387.3885086813675	-5.819114642077143	0.3247260867664588	6.02777765617374	0.9894779803256566
11950	-2393.716684282955	-2388.9618822800508	-4.75480200290422	0.20948377879427874	5.382016054830502	0.7508096879474525
12000	-2391.6753690793857	-2387.419152794648	-4.256216284737414	0.1644326983631385	5.903899906232649	0.7660889767316535
12050	-2395.7534334854713	-2390.689241901715	-5.064191583756239	0.16135491974423427	6.387726798363256	1.4574012190824874
12100	-2393.561303606978	-2387.4186629532337	-6.142640653744282	0.2790232289471825	4.803288924369763	0.7391438381019947
12150	-2394.5318725877582	-2387.989681817782	-6.542190769976062	0.29951549926840837	6.978721068192118	0.8595560325965403
12200	-2392.3770558792908	-2387.761135836595	-4.615920042696175	0.14873269853993068	6.389786636051958	1.0119857583055336
12250	-2392.817887513961	-2387.6387654565324	-5.179122057428863	0.12173215274403859	6.064356124093424	2.3774976898423503
12300	-2391.724238076536	-2387.8703810658376	-3.8538570106984373	0.06776425086066352	5.7486860005824205	0.6425517847376079
12350	-2394.2147655366443	-2388.7023412366016	-5.512424300042792	0.015093547809393771	6.5584375156660935	1.3114363500893238
12400	-2397.37643052095	-2391.597148967955	-5.779281552995192	0.24392690242049545	6.672270925591154	1.1439508058512846
12450	-2395.429836625671	-2389.297070557169	-6.132766068502447	0.36685199542425856	6.022066309339357	0.9016430529912758
12500	-2393.482470803111	-2387.840703636784	-5.6417671663270506	0.1751023777873824	6.276042902140129	2.5365207436178854
12550	-2395.902051304576	-2389.6387096732633	-6.263341631313017	0.19178551693859586	6.330607267421688	4.078281397799731
12600	-2394.5804549616	-2388.563587774878	-6.016867186721797	0.06478593609334071	6.642347829436363	4.4831233384072045
12650	-2393.308304942966	-2387.565998918181	-5.742306024785039	0.06627952072054759	5.536967464595045	3.6432688014759385
12700	-2393.480072175771	-2387.6166913272154	-5.863380848555605	0.05387973656080729	5.827025108464252	4.644755230191481
12750	-2393.304851201831	-2387.336599019496	-5.968252182334888	0.1647763187153944	5.995707977139077	4.204201059697595
12800	-2392.485592590013	-2388.7416320190578	-3.7439605709553083	0.1577479787317107	5.841312442857732	0.4747530770136063
12850	-2391.6810687225066	-2387.5379246478287	-4.143144074677953	0.007148777182899676	5.628968257132944	0.16932276117392916
12900	-2393.4807372868245	-2387.5262345581104	-5.954502728714081	0.033091100277322684	5.494548953187592	3.1354976329497783
12950	-2395.359922761578	-2389.268696137352	-6.091226624226282	0.08854503557685216	6.2483037981613725	6.173245514476964
13000	-2394.7481038355813	-2387.4759888818285	-7.2721149537529115	0.018952542222730535	5.030047277462708	3.6489418191817253
13050	-2397.43306907055	-2388.6566619278974	-8.776407142652923	0.28357056846561146	6.695883329244225	14.950955816097736
13100	-2396.810480480782	-2387.6720533716802	-9.138427109101999	0.22139584395017653	6.1754721514527455	62.35248454859706
13150	-2400.4427952496044	-2388.5859821514514	-11.856813098153165	0.2570491555552561	6.7359517229420005	394.2357444010439
13200	-2395.757821299825	-2387.7199845324535	-8.037836767371697	0.12160647299821334	5.8359083091358235	41.123395846355315
13250	-2395.4970916538177	-2387.401831315829	-8.095260337988618	0.28692557009757597	5.513329866225647	13.371387429544438
13300	-2398.8903420377756	-2388.810865086269	-10.079476951506644	0.49546198670758373	6.318253825536264	9.386297196352889
13350	-2396.7786162062926	-2389.046253074703	-7.732363131589265	0.11490417978534695	6.26429715754792	29.358569303878955
13400	-2395.0913318685602	-2388.3821600052843	-6.709171863275762	0.2481721831213362	6.022676220152939	4.6963613143822425
13450	-2393.589323417421	-2387.4550366730073	-6.134286744413652	0.13355038123668067	5.511094904474946	4.951870680677705
13500	-2395.1143354233286	-2388.6899630535095	-6.4243723698190545	0.08417053336695111	5.100070047730721	4.0788291054618355
13550	-2393.743044316488	-2388.2801312168986	-5.462913099589645	0.06709780941169756	6.908511022565554	1.9549974957372807
13600	-2396.4448749343933	-2387.7905859242373	-8.654289010156141	0.17003113542120338	7.458982416541006	11.283214645919825
13650	-2396.5518736645686	-2389.482960241882	-7.068913422686366	0.06986693924063239	6.103609113458901	17.14577837124509
13700	-2396.0064320968513	-2387.9968144134177	-8.00961768343351	0.265047735130674	6.733052869114777	7.918855383241733
13750	-2396.0520201640493	-2389.0135662159328	-7.0384539481166435	0.1507936102910295	6.754688499690559	7.918855383241733
13800	-2394.940666772868	-2388.692017480723	-6.2486492921452115	0.03332419322828829	5.412678261891984	3.8457275926640833
13850	-2398.4299785177272	-2390.272596532911	-8.157381984816537	0.005805843405038147	7.09608409267134	4.780458954744442
13900	-2395.1442679743964	-2388.95560959163	-6.1886583827662065	0.03761563896850402	6.0681232176843825	5.7079127816370345
13950	-2393.234932826149	-2387.6119609671855	-5.6229718589636155	0.0247487345578578	5.286177451899247	1.4027767720791178
14000	-2393.0536485879957	-2389.340375233242	-3.7132733547536025	0.22134686988668972	5.76849875796392	0.2972410485640848
14050	-2393.411096022861	-2387.6417447879535	-5.769351234907343	0.4473039599394693	5.960126963617572	0.2972410485640848
14100	-2392.446906937847	-2388.482750417713	-3.9641565201340767	0.18028446872281964	5.959676069032348	0.5125635796364235
14150	-2391.109925366859	-2387.5515823547958	-3.5583430120631396	0.15683372295477913	5.59404762418025	0.3602520499525662
14200	-2392.5819216270993	-2388.7390774805112	-3.842844146588062	0.250105661808222	5.903987794543115	0.27152811400201965
14250	-2391.6284404197245	-2388.846734286175	-2.7817061335494544	0.13251724751929786	5.415270593398364	0.15842923571053605
14300	-2389.3463417071093	-2387.7284125212154	-1.6179291858938738	0.13251724751929786	5.916082808458372	0.0647699210576573
14350	-2388.0465668986235	-2387.5868141046053	-0.4597527940181765	0.04512939000496016	7.08393809801985	0.009707395724029427
14400	-2388.0500801590388	-2387.375932942191	-0.6741472168478211	0.1106584723719204	6.9886008572230045	0.01309852782951062
14450	-2389.698820500348	-2388.0036666046904	-1.6951538956579242	0.05266960801130923	5.540638986915355	0.05918985411488309
14500	-2389.079330603226	-2387.532326360349	-1.5470042428769144	0.11638259759322213	5.540638986915355	0.05467391547591585
14550	-2390.8987819836266	-2388.031139013595	-2.8676429700317816	0.2310269177682029	5.3644777213886385	0.0959977409742223
14600	-2392.6447681720315	-2389.629201602802	-3.0155665692296756	0.32275107222868377	5.854792749085768	0.06384402721149313
14650	-2393.736858520329	-2388.3652919620235	-5.371566558305294	0.3178129137392966	6.364484577493395	0.5145608399350735
14700	-2391.301005255663	-2388.1118601719013	-3.189145083761455	0.3178129137392966	5.685916002690595	0.08067014623785256
14750	-2389.220752733392	-2388.9854017476837	-0.2353509857083278	0.10781859165379144	6.126116052811141	0.01761646916568323
14800	-2394.3326390442417	-2390.7933079350214	-3.5393311092202735	0.07807352527642189	7.762641603065217	0.07118741147976607
14850	-2391.040111445519	-2388.3516007852154	-2.6885106603034283	0.07476875895475402	6.891007224714861	0.12453836604472375
14900	-2391.7985825180176	-2387.754374730697	-4.044207787320992	0.0426690642674174	6.7811742904589	0.48744352673749225
14950	-2391.6615998009515	-2387.4296219480257	-4.231977852925786	0.056606316431146164	5.376455167063869	0.6410146011064182
15000	-2394.2700564298857	-2388.071837607554	-6.198218822332128	0.1802905604507498	5.639066016426128	4.536399214233638
15050	-2395.80328564834	-2389.5693131503376	-6.233972498002352	0.07243713417516348	6.181886179890172	7.30926398698619
15100	-2396.7792627397457	-2387.9019197793286	-8.877342960416886	0.188829812533253	6.00449966948734	65.40392019400605
15150	-2397.455164622989	-2387.9883192316365	-9.466845391352418	0.26679583139337687	5.942976471820297	65.02135907510862
15200	-2397.219289452697	-2387.451323650509	-9.767965802188089	0.27580571659342046	6.643437008381067	46.32300972102059
15250	-2397.4701488215137	-2389.8754869233308	-7.59466189818279	0.28530338879976364	5.193504396748219	6.075718255643489
15300	-2392.1960862230794	-2387.8354182732664	-4.360667949812836	0.13665725270132892	6.001054306868549	0.9829027895035095
15350	-2396.9138443687425	-2388.647801117505	-8.266043251237601	0.21299301347933886	4.657843857210766	6.0518393625690505
15400	-2395.703839437596	-2387.543917542694	-8.159921894901963	0.18409198190662987	7.171537624919411	10.163057580200135
